config,model,dataset,split,tokens_trained,n,loss_mean,loss_std,ppl_mean,ppl_std,bits_per_byte_mean,bits_per_byte_std
small,deepseekv4,tiny_shakespeare,test,102400,3,2.6823977331320443,0.033008641969354525,14.625434464420307,0.48510469340698814,3.869881907281398,0.047621404075667124
small,deepseekv4,tiny_shakespeare,train_eval,102400,3,2.6840626994768777,0.0042397656167563165,14.644556353582907,0.06201331191193183,3.8722839459703358,0.006116688829825846
small,deepseekv4,tiny_shakespeare,validation,102400,3,2.6845472554365792,0.03267108670359097,14.65675724031395,0.47565049583249314,3.872983012450431,0.04713441476772392
small,deepseekv4,wikitext2,test,102400,3,2.6915498475233712,0.018882453667406443,14.75627483060147,0.2776061224439886,3.8830856173274135,0.027241622265782958
small,deepseekv4,wikitext2,train_eval,102400,3,2.649271070957184,0.014350026387112884,14.144698379653041,0.20372508353318428,3.822090236040522,0.02070271190531357
small,deepseekv4,wikitext2,validation,102400,3,2.7024927039941153,0.030270916567061566,14.92145119180221,0.4554580082453229,3.8988728220909152,0.043671701214463246
small,deepseekv4_attnmhc,tiny_shakespeare,test,102400,3,2.684940646092097,0.03656275679092841,14.663878262129485,0.537864376601058,3.873550555198278,0.05274890790350168
small,deepseekv4_attnmhc,tiny_shakespeare,train_eval,102400,3,2.6853898564974465,0.00891158040104494,14.664304612013007,0.13034488059931082,3.8741986288223913,0.012856692851070682
small,deepseekv4_attnmhc,tiny_shakespeare,validation,102400,3,2.6863213181495667,0.029956418861499686,14.681948779749781,0.43609401867560865,3.8755424439286834,0.04321797693427822
small,deepseekv4_attnmhc,wikitext2,test,102400,3,2.6996415754159293,0.017465921394676,14.875907440799589,0.2586400859054678,3.89475951303023,0.025197998180655545
small,deepseekv4_attnmhc,wikitext2,train_eval,102400,3,2.6579944690068564,0.005855310334161352,14.26780912320524,0.08345705695306516,3.8346754391464852,0.00844742718196057
small,deepseekv4_attnmhc,wikitext2,validation,102400,3,2.7093394498030343,0.03449119756514756,15.025344757704202,0.5229790017086642,3.908750588315671,0.049760279681559855
small,deepseekv4_attnres,tiny_shakespeare,test,102400,3,2.688949376344681,0.02816966437016193,14.72010477312554,0.4154698914057275,3.8793339304539423,0.040640235090339254
small,deepseekv4_attnres,tiny_shakespeare,train_eval,102400,3,2.6908807953198752,0.007192716130274382,14.744911804932585,0.1062450897621535,3.8821203790313334,0.01037689589166898
small,deepseekv4_attnres,tiny_shakespeare,validation,102400,3,2.6912700037161508,0.029005852740399133,14.754521504183485,0.425967899497226,3.8826818880545133,0.041846599905329206
small,deepseekv4_attnres,wikitext2,test,102400,3,2.7063368260860443,0.010015958542314149,14.97482300296724,0.15038050217208962,3.904418717969513,0.014449973718746041
small,deepseekv4_attnres,wikitext2,train_eval,102400,3,2.6642325023810067,0.014332057969632276,14.357906761980194,0.20493209287023317,3.843675018960272,0.02067678895852168
small,deepseekv4_attnres,wikitext2,validation,102400,3,2.7167910635471344,0.02308942479080942,15.134382312251844,0.3505014130331276,3.9195009945109036,0.033310998642679425
