config,model,dataset,split,tokens_trained,n,loss_mean,loss_std,ppl_mean,ppl_std,bits_per_byte_mean,bits_per_byte_std
small,deepseekv4,tiny_shakespeare,test,51200,1,3.089327096939087,0.0,21.962294507202056,0.0,4.456956882437919,0.0
small,deepseekv4,tiny_shakespeare,train_eval,51200,1,3.0952447950839996,0.0,22.092646046797576,0.0,4.465494316205062,0.0
small,deepseekv4,tiny_shakespeare,validation,51200,1,3.106826215982437,0.0,22.349997651526028,0.0,4.482202774701686,0.0
small,deepseekv4_attnres,tiny_shakespeare,test,51200,1,3.084704488515854,0.0,21.86100570921074,0.0,4.450287868189749,0.0
small,deepseekv4_attnres,tiny_shakespeare,train_eval,51200,1,3.0959835052490234,0.0,22.108972138387102,0.0,4.466560049696796,0.0
small,deepseekv4_attnres,tiny_shakespeare,validation,51200,1,3.1059198081493378,0.0,22.32974861691307,0.0,4.4808951046158505,0.0
