config,model,dataset,split,tokens_trained,n,loss_mean,loss_std,ppl_mean,ppl_std,bits_per_byte_mean,bits_per_byte_std
small,deepseekv4,tiny_shakespeare,validation,512,3,5.5341407259305315,0.0008096408553133317,253.190189751171,0.20502718672832929,7.984077380881627,0.001168064846861552
small,deepseekv4,tiny_shakespeare,validation,10240,3,4.868175645669301,0.02456822763414834,130.10967961121608,3.218862555612521,7.023292862183529,0.03544446017121674
small,deepseekv4,tiny_shakespeare,validation,20480,3,3.9635143280029297,0.029226326047060235,52.65705544575123,1.5485240744389226,5.718142465502179,0.04216467565149793
small,deepseekv4,tiny_shakespeare,validation,30720,3,3.515504459540049,0.016262304183966462,33.635863796396336,0.5494008916392233,5.071800850001464,0.023461545599636188
small,deepseekv4,tiny_shakespeare,validation,40960,3,3.2887631356716156,0.018429537362470834,26.812727001770543,0.49617978978961885,4.7446822664918775,0.026588202158714377
small,deepseekv4,tiny_shakespeare,validation,51200,3,3.092117130756378,0.021679957231976233,22.02709941839004,0.4760943270465512,4.4609820503900375,0.03127756678525709
small,deepseekv4,tiny_shakespeare,validation,61440,3,2.985006312529246,0.01639112548227685,19.788404012643653,0.3256626299074754,4.306453804108195,0.023647395447869653
small,deepseekv4,tiny_shakespeare,validation,71680,3,2.8570399483044944,0.011527084634925753,17.41068641462266,0.20028576316904564,4.121837365040554,0.016630067838714794
small,deepseekv4,tiny_shakespeare,validation,81920,3,2.8029011885325112,0.024357920624624343,16.495687556261316,0.4018876368811656,4.043731644797636,0.03514105129151249
small,deepseekv4,tiny_shakespeare,validation,92160,3,2.7452685236930847,0.027624426551781923,15.572733949740114,0.4267962046919406,3.9605852850405796,0.03985362319365711
small,deepseekv4,tiny_shakespeare,validation,102400,3,2.692063440879186,0.02246769593057839,14.764587392936562,0.33132153210454696,3.883826575914881,0.032414033499246674
small,deepseekv4_attnres,tiny_shakespeare,validation,512,3,5.5324901938438416,0.0010288766440179982,252.7726698572125,0.2600499605220879,7.98169616642533,0.0014843552320110232
small,deepseekv4_attnres,tiny_shakespeare,validation,10240,3,4.767086207866669,0.020687611984429175,117.59298514723953,2.4458949167855004,6.877451631579418,0.02984591521777109
small,deepseekv4_attnres,tiny_shakespeare,validation,20480,3,3.9222294886906943,0.031161650093233764,50.52936937614077,1.5859716286446155,5.658581032562519,0.04495675805542552
small,deepseekv4_attnres,tiny_shakespeare,validation,30720,3,3.504209657510122,0.021396092441305994,33.26024620991229,0.7159710379964541,5.055505895125066,0.030868036459473867
small,deepseekv4_attnres,tiny_shakespeare,validation,40960,3,3.2854038576285043,0.0207818929679341,26.72360669335512,0.5524702325444061,4.739835852718113,0.029981933925123935
small,deepseekv4_attnres,tiny_shakespeare,validation,51200,3,3.094532092412313,0.010809555137373349,22.07776775102138,0.23935587864754312,4.464466103594991,0.015594891590904304
small,deepseekv4_attnres,tiny_shakespeare,validation,61440,3,2.987664073705673,0.029338480943410548,19.84500200062791,0.5858559207428533,4.310288142977293,0.04232648096427369
small,deepseekv4_attnres,tiny_shakespeare,validation,71680,3,2.8603177964687347,0.0031487283282170993,17.467134737197608,0.05497260061223896,4.126566300331891,0.004542654744225401
small,deepseekv4_attnres,tiny_shakespeare,validation,81920,3,2.808037201563517,0.010694438495117552,16.57798064173573,0.17744715845188236,4.051141345327409,0.01542881338199831
small,deepseekv4_attnres,tiny_shakespeare,validation,92160,3,2.751545548439026,0.018283368448563053,15.668568716473679,0.2854601444640284,3.969641117513086,0.02637732499148786
small,deepseekv4_attnres,tiny_shakespeare,validation,102400,3,2.7041192054748535,0.020342511587843642,14.9432189569168,0.305534465720698,3.901219367711175,0.02934804058700829
