seed,config,model,dataset,split,tokens_trained,loss,ppl,bits_per_byte
42,medium,deepseekv4_attnmhc,tiny_shakespeare,validation,2048,5.510624170303345,247.30543961522247,7.950150162699495
42,medium,deepseekv4_attnmhc,tiny_shakespeare,validation,204800,2.327838897705078,10.255753833588804,3.3583616337075473
42,medium,deepseekv4_attnmhc,tiny_shakespeare,validation,409600,2.0278321653604507,7.597598156927653,2.925543408720651
42,medium,deepseekv4_attnmhc,tiny_shakespeare,validation,614400,1.8480277359485626,6.347288640349985,2.66614045007825
42,medium,deepseekv4_attnmhc,tiny_shakespeare,validation,819200,1.730116680264473,5.641312099816383,2.4960307547768315
42,medium,deepseekv4_attnmhc,tiny_shakespeare,validation,1024000,1.6796664744615555,5.363766719574781,2.423246493053135
42,medium,deepseekv4_attnmhc,tiny_shakespeare,validation,1228800,1.6299175471067429,5.103453906648178,2.3514739622688015
42,medium,deepseekv4_attnmhc,tiny_shakespeare,validation,1433600,1.5810829401016235,4.860216285452167,2.2810205169187543
42,medium,deepseekv4_attnmhc,tiny_shakespeare,validation,1638400,1.539800450205803,4.663659545825633,2.2214624734705053
42,medium,deepseekv4_attnmhc,tiny_shakespeare,validation,1843200,1.574311301112175,4.827415837092813,2.2712511069299866
42,medium,deepseekv4_attnmhc,tiny_shakespeare,validation,2048000,1.5073521733283997,4.514760650208867,2.1746495053340835
42,medium,deepseekv4_attnmhc_swa,tiny_shakespeare,validation,2048,5.506134569644928,246.19762563269367,7.943673038094024
42,medium,deepseekv4_attnmhc_swa,tiny_shakespeare,validation,204800,2.3680496215820312,10.676548654161968,3.416373445635383
42,medium,deepseekv4_attnmhc_swa,tiny_shakespeare,validation,409600,2.052711308002472,7.788990856223007,2.961436424431864
42,medium,deepseekv4_attnmhc_swa,tiny_shakespeare,validation,614400,1.8809391558170319,6.559662515449766,2.7136215923111053
42,medium,deepseekv4_attnmhc_swa,tiny_shakespeare,validation,819200,1.7502329647541046,5.755943451773801,2.5250524186511347
42,medium,deepseekv4_attnmhc_swa,tiny_shakespeare,validation,1024000,1.7166939973831177,5.566096483435477,2.476665916748475
42,medium,deepseekv4_attnmhc_swa,tiny_shakespeare,validation,1228800,1.6690481007099152,5.307113554372932,2.4079274178993377
42,medium,deepseekv4_attnmhc_swa,tiny_shakespeare,validation,1433600,1.6041294783353806,4.9735281536957165,2.3142696433382532
42,medium,deepseekv4_attnmhc_swa,tiny_shakespeare,validation,1638400,1.5634664446115494,4.775346060030988,2.2556052862373814
42,medium,deepseekv4_attnmhc_swa,tiny_shakespeare,validation,1843200,1.5986241549253464,4.946222504900745,2.306327140556107
42,medium,deepseekv4_attnmhc_swa,tiny_shakespeare,validation,2048000,1.532535433769226,4.62990076012069,2.2109812702854788
42,medium,deepseekv4_attnmhc_hca,tiny_shakespeare,validation,2048,5.508668899536133,246.82236294531938,7.947329303260043
42,medium,deepseekv4_attnmhc_hca,tiny_shakespeare,validation,204800,2.3688474595546722,10.685070209053016,3.4175244825219453
42,medium,deepseekv4_attnmhc_hca,tiny_shakespeare,validation,409600,2.065744310617447,7.891169193364667,2.980239072672381
42,medium,deepseekv4_attnmhc_hca,tiny_shakespeare,validation,614400,1.8874085247516632,6.602236958751366,2.722954918790779
42,medium,deepseekv4_attnmhc_hca,tiny_shakespeare,validation,819200,1.7651715725660324,5.84257469762966,2.546604274059188
42,medium,deepseekv4_attnmhc_hca,tiny_shakespeare,validation,1024000,1.741970807313919,5.708582860504537,2.5131326450851352
42,medium,deepseekv4_attnmhc_hca,tiny_shakespeare,validation,1228800,1.6759908944368362,5.34408795335789,2.417943751979082
42,medium,deepseekv4_attnmhc_hca,tiny_shakespeare,validation,1433600,1.6075091809034348,4.990365636383771,2.319145523472865
42,medium,deepseekv4_attnmhc_hca,tiny_shakespeare,validation,1638400,1.572589933872223,4.819113229585625,2.268767698949359
42,medium,deepseekv4_attnmhc_hca,tiny_shakespeare,validation,1843200,1.5992882698774338,4.949508456226532,2.307285255904064
42,medium,deepseekv4_attnmhc_hca,tiny_shakespeare,validation,2048000,1.5409207344055176,4.66888709755274,2.2230787019298197
43,medium,deepseekv4_attnmhc,tiny_shakespeare,validation,2048,5.507662296295166,246.57403575927881,7.945877081756157
43,medium,deepseekv4_attnmhc,tiny_shakespeare,validation,204800,2.3295243084430695,10.273053565708121,3.3607931674211082
43,medium,deepseekv4_attnmhc,tiny_shakespeare,validation,409600,2.0113648623228073,7.473510702650632,2.901786112291427
43,medium,deepseekv4_attnmhc,tiny_shakespeare,validation,614400,1.854520246386528,6.38863254573924,2.6755071626900224
43,medium,deepseekv4_attnmhc,tiny_shakespeare,validation,819200,1.7834764122962952,5.950506918388179,2.5730125755623052
43,medium,deepseekv4_attnmhc,tiny_shakespeare,validation,1024000,1.7042789310216904,5.497420218521987,2.4587547620765364
43,medium,deepseekv4_attnmhc,tiny_shakespeare,validation,1228800,1.674752727150917,5.337475173189819,2.4161574541758952
43,medium,deepseekv4_attnmhc,tiny_shakespeare,validation,1433600,1.640533298254013,5.157919488348251,2.3667892538042796
43,medium,deepseekv4_attnmhc,tiny_shakespeare,validation,1638400,1.5867215543985367,4.887698578696978,2.2891553178023964
43,medium,deepseekv4_attnmhc,tiny_shakespeare,validation,1843200,1.5565660744905472,4.742507833020689,2.245650156483513
43,medium,deepseekv4_attnmhc,tiny_shakespeare,validation,2048000,1.48296520113945,4.405990979866703,2.1394665414947887
43,medium,deepseekv4_attnmhc_swa,tiny_shakespeare,validation,2048,5.5065271854400635,246.29430568705823,7.944239462954641
43,medium,deepseekv4_attnmhc_swa,tiny_shakespeare,validation,204800,2.3660245835781097,10.654950113700108,3.413451933349514
43,medium,deepseekv4_attnmhc_swa,tiny_shakespeare,validation,409600,2.0509525537490845,7.775303974883456,2.9588990783923594
43,medium,deepseekv4_attnmhc_swa,tiny_shakespeare,validation,614400,1.8869429677724838,6.599163956641317,2.7222832620456656
43,medium,deepseekv4_attnmhc_swa,tiny_shakespeare,validation,819200,1.8280987590551376,6.222045797695395,2.637389013944115
43,medium,deepseekv4_attnmhc_swa,tiny_shakespeare,validation,1024000,1.742738351225853,5.712966130485791,2.5142399768805466
43,medium,deepseekv4_attnmhc_swa,tiny_shakespeare,validation,1228800,1.7186522632837296,5.5770070597966654,2.47949109725203
43,medium,deepseekv4_attnmhc_swa,tiny_shakespeare,validation,1433600,1.689505711197853,5.416802578443752,2.437441511098724
43,medium,deepseekv4_attnmhc_swa,tiny_shakespeare,validation,1638400,1.623191386461258,5.069242440713786,2.3417701636613377
43,medium,deepseekv4_attnmhc_swa,tiny_shakespeare,validation,1843200,1.5905946791172028,4.9066659526710685,2.2947430556267605
43,medium,deepseekv4_attnmhc_swa,tiny_shakespeare,validation,2048000,1.4991632103919983,4.477940408137237,2.1628353291157136
43,medium,deepseekv4_attnmhc_hca,tiny_shakespeare,validation,2048,5.502851963043213,245.39078068325742,7.938937237828541
43,medium,deepseekv4_attnmhc_hca,tiny_shakespeare,validation,204800,2.361112654209137,10.60274207737393,3.4063655172077
43,medium,deepseekv4_attnmhc_hca,tiny_shakespeare,validation,409600,2.0495895445346832,7.764713383097608,2.956932671758057
43,medium,deepseekv4_attnmhc_hca,tiny_shakespeare,validation,614400,1.8856693357229233,6.59076440003352,2.7204457994038473
43,medium,deepseekv4_attnmhc_hca,tiny_shakespeare,validation,819200,1.8416431993246078,6.306893233756683,2.6569295107524966
43,medium,deepseekv4_attnmhc_hca,tiny_shakespeare,validation,1024000,1.7469590604305267,5.737129857379161,2.520329173119164
43,medium,deepseekv4_attnmhc_hca,tiny_shakespeare,validation,1228800,1.7270368486642838,5.623964536044709,2.4915874970004652
43,medium,deepseekv4_attnmhc_hca,tiny_shakespeare,validation,1433600,1.7010984867811203,5.479963754420022,2.454166350942842
43,medium,deepseekv4_attnmhc_hca,tiny_shakespeare,validation,1638400,1.625702515244484,5.08198795743524,2.3453929567039316
43,medium,deepseekv4_attnmhc_hca,tiny_shakespeare,validation,1843200,1.593876600265503,4.922795697225874,2.2994778669920017
43,medium,deepseekv4_attnmhc_hca,tiny_shakespeare,validation,2048000,1.5124187469482422,4.537693062740752,2.181959025969729
44,medium,deepseekv4_attnmhc,tiny_shakespeare,validation,2048,5.508854985237122,246.86829733148144,7.947597768178039
44,medium,deepseekv4_attnmhc,tiny_shakespeare,validation,204800,2.3487547636032104,10.472520837825872,3.3885368497146815
44,medium,deepseekv4_attnmhc,tiny_shakespeare,validation,409600,1.997393175959587,7.369819214336347,2.881629229662353
44,medium,deepseekv4_attnmhc,tiny_shakespeare,validation,614400,1.831717774271965,6.244604271225339,2.6426101492503338
44,medium,deepseekv4_attnmhc,tiny_shakespeare,validation,819200,1.7649221569299698,5.841117649858009,2.5462444433579203
44,medium,deepseekv4_attnmhc,tiny_shakespeare,validation,1024000,1.7027837634086609,5.489206795608116,2.4565976911759213
44,medium,deepseekv4_attnmhc,tiny_shakespeare,validation,1228800,1.6123170256614685,5.014416309271781,2.3260817772626443
44,medium,deepseekv4_attnmhc,tiny_shakespeare,validation,1433600,1.5679046958684921,4.796587347902861,2.262008329315992
44,medium,deepseekv4_attnmhc,tiny_shakespeare,validation,1638400,1.6129199862480164,5.017440716378327,2.3269516655107085
44,medium,deepseekv4_attnmhc,tiny_shakespeare,validation,1843200,1.5223556905984879,4.583008639290831,2.1962950052955317
44,medium,deepseekv4_attnmhc,tiny_shakespeare,validation,2048000,1.5322296470403671,4.6284852143508965,2.2105401132881846
44,medium,deepseekv4_attnmhc_swa,tiny_shakespeare,validation,2048,5.507254779338837,246.47357313021908,7.945289159064182
44,medium,deepseekv4_attnmhc_swa,tiny_shakespeare,validation,204800,2.3832534551620483,10.840113377784858,3.438307940943775
44,medium,deepseekv4_attnmhc_swa,tiny_shakespeare,validation,409600,2.0355264246463776,7.656281520091051,2.9366438784357713
44,medium,deepseekv4_attnmhc_swa,tiny_shakespeare,validation,614400,1.8804958313703537,6.556755101206232,2.7129820103303777
44,medium,deepseekv4_attnmhc_swa,tiny_shakespeare,validation,819200,1.794859379529953,6.018628319954542,2.589434725940905
44,medium,deepseekv4_attnmhc_swa,tiny_shakespeare,validation,1024000,1.7229814529418945,5.601203318389407,2.4857367977029323
44,medium,deepseekv4_attnmhc_swa,tiny_shakespeare,validation,1228800,1.6514233350753784,5.21439638107322,2.3825002559215616
44,medium,deepseekv4_attnmhc_swa,tiny_shakespeare,validation,1433600,1.5954841077327728,4.9307154919281215,2.301797010043224
44,medium,deepseekv4_attnmhc_swa,tiny_shakespeare,validation,1638400,1.6339106410741806,5.123873218639865,2.3572347791334276
44,medium,deepseekv4_attnmhc_swa,tiny_shakespeare,validation,1843200,1.5546429306268692,4.733396072604543,2.242875646368469
44,medium,deepseekv4_attnmhc_swa,tiny_shakespeare,validation,2048000,1.5656073987483978,4.785580809087856,2.2586940301533835
44,medium,deepseekv4_attnmhc_hca,tiny_shakespeare,validation,2048,5.50635027885437,246.25073845614207,7.943984240700761
44,medium,deepseekv4_attnmhc_hca,tiny_shakespeare,validation,204800,2.3751667141914368,10.752805681959897,3.4266412398485198
44,medium,deepseekv4_attnmhc_hca,tiny_shakespeare,validation,409600,2.023316115140915,7.563364381011043,2.919028125464521
44,medium,deepseekv4_attnmhc_hca,tiny_shakespeare,validation,614400,1.8757596909999847,6.525774810086469,2.7061492041050923
44,medium,deepseekv4_attnmhc_hca,tiny_shakespeare,validation,819200,1.7839261293411255,5.953183564596359,2.5736613801126853
44,medium,deepseekv4_attnmhc_hca,tiny_shakespeare,validation,1024000,1.73624849319458,5.676009841606677,2.504877090882756
44,medium,deepseekv4_attnmhc_hca,tiny_shakespeare,validation,1228800,1.6321589648723602,5.114905708241875,2.354707644563818
44,medium,deepseekv4_attnmhc_hca,tiny_shakespeare,validation,1433600,1.5957896411418915,4.932222220407988,2.3022378015773857
44,medium,deepseekv4_attnmhc_hca,tiny_shakespeare,validation,1638400,1.6301426440477371,5.104602807813287,2.351798708509293
44,medium,deepseekv4_attnmhc_hca,tiny_shakespeare,validation,1843200,1.5568102449178696,4.74366595456862,2.246002419948143
44,medium,deepseekv4_attnmhc_hca,tiny_shakespeare,validation,2048000,1.5589166432619095,4.7536685356917765,2.2490413103932263
42,medium,deepseekv4_attnmhc,wikitext2,validation,2048,5.51024717092514,247.2122231906321,7.949606267566141
