config,model,dataset,split,tokens_trained,n,loss_mean,loss_std,ppl_mean,ppl_std,bits_per_byte_mean,bits_per_byte_std
medium,deepseekv4_attnmhc,tiny_shakespeare,test,2048000,3,1.6408403764168422,0.016000653439320195,5.1599450139786285,0.08286160745651179,2.3672322739469585,0.0230840633678903
medium,deepseekv4_attnmhc,tiny_shakespeare,train_eval,2048000,3,1.38543996711572,0.006917244603782968,3.9966476529352435,0.02766248298727199,1.998767370007218,0.009979474486493679
medium,deepseekv4_attnmhc,tiny_shakespeare,validation,2048000,3,1.5133562485376995,0.015104454825467569,4.5422937965491945,0.06837745506304511,2.1833115548636646,0.021791122072033525
medium,deepseekv4_attnmhc,wikitext2,test,2048000,3,1.6753189067045848,0.01732319809275753,5.3410307411166045,0.09213344045914373,2.4169742786102244,0.024992091980758455
medium,deepseekv4_attnmhc,wikitext2,train_eval,2048000,3,1.3009555240472157,0.032714492949077245,3.674119848434025,0.12087048510771055,1.876882082960021,0.04719703674283077
medium,deepseekv4_attnmhc,wikitext2,validation,2048000,3,1.6708702246348064,0.039331270537219146,5.31951765328958,0.20724204635386367,2.4105561870496635,0.05674302895590846
medium,deepseekv4_attnmhc_hca,tiny_shakespeare,test,2048000,3,1.675924484928449,0.02656288647747283,5.344987981034941,0.14162958452146449,2.417847943310664,0.03832214459274661
medium,deepseekv4_attnmhc_hca,tiny_shakespeare,train_eval,2048000,3,1.4341643899679184,0.01156316869471705,4.196323970391766,0.04842139982031243,2.0690618532262612,0.01668212613283098
medium,deepseekv4_attnmhc_hca,tiny_shakespeare,validation,2048000,3,1.546562189857165,0.016036222405357285,4.69570244072816,0.07504542663658083,2.2312176017333076,0.023135378538801654
medium,deepseekv4_attnmhc_hca,wikitext2,test,2048000,3,1.6639291942119598,0.02388685180966864,5.28101607936831,0.12527884629257774,2.4005423968799633,0.03446144264825852
medium,deepseekv4_attnmhc_hca,wikitext2,train_eval,2048000,3,1.3756071229775746,0.026761041624547385,3.9584254817149365,0.10626367660438486,1.9845815745312816,0.03860802204075768
medium,deepseekv4_attnmhc_hca,wikitext2,validation,2048000,3,1.6606546690066655,0.0461423203404902,5.266485712617943,0.24245229438256163,2.3958182556050196,0.0665692967303351
medium,deepseekv4_attnmhc_swa,tiny_shakespeare,test,2048000,3,1.669675052165985,0.015598583455092954,5.310873825444105,0.08318839876637373,2.408831917655888,0.02250399899555526
medium,deepseekv4_attnmhc_swa,tiny_shakespeare,train_eval,2048000,3,1.4320845653613408,0.010422425079857321,4.1875707930553885,0.0436960847610839,2.066061300580433,0.015036380976746774
medium,deepseekv4_attnmhc_swa,tiny_shakespeare,validation,2048000,3,1.544796645641327,0.021086661832719514,4.687713982064687,0.09902647118801478,2.2286704598486478,0.030421622454966993
medium,deepseekv4_attnmhc_swa,wikitext2,test,2048000,3,1.660759801665942,0.025656417409204386,5.264459287633902,0.13434701810573682,2.395969929971193,0.0370143861632365
medium,deepseekv4_attnmhc_swa,wikitext2,train_eval,2048000,3,1.3795404881238937,0.028503849465032347,3.974145703597575,0.11233137021505571,1.9902562209218815,0.041122362269447724
medium,deepseekv4_attnmhc_swa,wikitext2,validation,2048000,3,1.6608164757490158,0.037678509412909726,5.26608173738726,0.19644921439928206,2.3960516933897904,0.05435859867809306
