seed,config,model,dataset,params,active_params,n_layer,n_embd,n_head,seq_len,steps,batch_size
42,medium,deepseekv4,tiny_shakespeare,12242456,4951576,6,256,8,256,200,8
42,medium,deepseekv4_attnres,tiny_shakespeare,12192176,4901296,6,256,8,256,200,8
43,medium,deepseekv4,tiny_shakespeare,12242456,4951576,6,256,8,256,200,8
43,medium,deepseekv4_attnres,tiny_shakespeare,12192176,4901296,6,256,8,256,200,8
44,medium,deepseekv4,tiny_shakespeare,12242456,4951576,6,256,8,256,200,8
44,medium,deepseekv4_attnres,tiny_shakespeare,12192176,4901296,6,256,8,256,200,8
