seed,config,model,dataset,split,tokens_trained,loss,ppl,bits_per_byte
42,medium,deepseekv4_attnmhc_dnd,tiny_shakespeare,train_eval,2048000,1.4123809337615967,4.1057192214675,2.037634968983979
42,medium,deepseekv4_attnmhc_dnd,tiny_shakespeare,validation,2048000,1.5255171805620193,4.597520702891078,2.2008560711877387
42,medium,deepseekv4_attnmhc_dnd,tiny_shakespeare,test,2048000,1.6849674433469772,5.392275375053355,2.4308941745760397
43,medium,deepseekv4_attnmhc_dnd,tiny_shakespeare,train_eval,2048000,1.4063944965600967,4.081214013808171,2.0289983657207817
43,medium,deepseekv4_attnmhc_dnd,tiny_shakespeare,validation,2048000,1.5223137885332108,4.582816605786991,2.1962345533937535
43,medium,deepseekv4_attnmhc_dnd,tiny_shakespeare,test,2048000,1.6499406099319458,5.2066705934763515,2.38036113571013
44,medium,deepseekv4_attnmhc_dnd,tiny_shakespeare,train_eval,2048000,1.3897553086280823,4.013867774009188,2.004993091806845
44,medium,deepseekv4_attnmhc_dnd,tiny_shakespeare,validation,2048000,1.5453447699546814,4.689588177440403,2.2294612360773147
44,medium,deepseekv4_attnmhc_dnd,tiny_shakespeare,test,2048000,1.6295049339532852,5.1013485888090155,2.3508786873185024
42,medium,deepseekv4_attnmhc_dnd,wikitext2,train_eval,2048000,1.291892945766449,3.639669736372398,1.8638075462166905
42,medium,deepseekv4_attnmhc_dnd,wikitext2,validation,2048000,1.6250726729631424,5.078788114350395,2.3444842863680977
42,medium,deepseekv4_attnmhc_dnd,wikitext2,test,2048000,1.6396737396717072,5.153487859280454,2.3655491729002334
43,medium,deepseekv4_attnmhc_dnd,wikitext2,train_eval,2048000,1.3507905155420303,3.8604760911300704,1.9487787780523336
43,medium,deepseekv4_attnmhc_dnd,wikitext2,validation,2048000,1.668888881802559,5.306268628817436,2.407697713571279
43,medium,deepseekv4_attnmhc_dnd,wikitext2,test,2048000,1.6792659610509872,5.361618889218573,2.4226686743418986
44,medium,deepseekv4_attnmhc_dnd,wikitext2,train_eval,2048000,1.349668949842453,3.8561487407197337,1.9471607007795222
44,medium,deepseekv4_attnmhc_dnd,wikitext2,validation,2048000,1.694619432091713,5.444573540924738,2.444819050872786
44,medium,deepseekv4_attnmhc_dnd,wikitext2,test,2048000,1.678822934627533,5.3592440764694,2.422029522317798
